cell type	official gene symbol	nicknames
Müller cells	PRDX6	AOP2|KIAA0106|1-Cys|NSGPx|PRX|aiPLA2|MGC46173
Müller cells	SLC1A3	EAAT1|GLAST|EA6
Müller cells	HES1	FLJ20408|HES-1|Hes1|bHLHb39|HRY
Müller cells	KIT	CD117|SCFR|C-Kit|PBT
Müller cells	CRB1	LCA8|RP12
Müller cells	ANXA4	ANX4
Müller cells	CD44	IN|MC56|Pgp1|CD44R|HCELL|CSPG8|MIC4|MDU2|MDU3
Müller cells	GSTT1	NA
Müller cells	GSTM5	NA
Müller cells	SLC6A1	GAT1|GABATR|GABATHG
Müller cells	SFTPA1	SP-A|SP-A1|COLEC4|SFTP1
Myeloid-derived suppressor cells	ITGAM	CD11b|CR3A|CD11B
Myeloid-derived suppressor cells	FUT4	FUC-TIV|CD15|ELFT
Myeloid-derived suppressor cells	CD33	SIGLEC3|SIGLEC-3|FLJ00391
Myeloid-derived suppressor cells	CEACAM8	CD66b|CGM6
Myeloid-derived suppressor cells	IL4R	CD124
Myeloid-derived suppressor cells	CCR2	CC-CKR-2|CKR2|MCP-1-R|CD192|FLJ78302|CMKBR2
Myeloid-derived suppressor cells	CD1D	NA
Myeloid-derived suppressor cells	FCGR3A	CD16a
Myeloid-derived suppressor cells	ICAM1	CD54
Myeloid-derived suppressor cells	CD80	B7.1|B7-1|CD28LG|CD28LG1
Myeloid-derived suppressor cells	CXCR1	CDw128a|CD181|CMKAR1|IL8RA
Myeloid-derived suppressor cells	ADGRE1	TM7LN3|EMR1
Myeloid-derived suppressor cells	GR1	NA
Myeloid-derived suppressor cells	LY6G	NA
Myeloid-derived suppressor cells	S100A9	MIF|NIF|LIAG|MRP14|MAC387|CGLB|CAGB
Myeloid-derived suppressor cells	S100A4	P9KA|18A2|PEL98|42A|CAPL
Myeloid-derived suppressor cells	S100A8	P8|CGLA|CAGA
Myoblasts	MYOG	bHLHc3|MYF4
Myoblasts	LIF	CDF|HILDA
Myoblasts	NGF	NGFB
Myoblasts	IGF2	FLJ44734|IGF-II|C11orf43
Myoblasts	ANGPT2	Ang2
Myoblasts	ACHE	YT
Myoblasts	ADAM12	MCMPMltna|MLTN
Myoblasts	TPM2	NEM4|AMCD1
Myoblasts	ENO3	NA
Myoblasts	DES	CMD1I|CSM1|CSM2
Myoblasts	CDH15	CDH3
Myoblasts	CAPN1	muCANP|muCL|CANPL1
Myoblasts	MYF6	MRF4|bHLHc4
Myoblasts	MYF5	bHLHc2
Myoblasts	MYOD1	MYOD|bHLHc1|MYF3
Myoblasts	PAX3	HUP2|WS1
Myoblasts	PAX7	Hup1
Myoblasts	TBX3	TBX3-ISO|XHL|UMS
Myoblasts	TTN	CMPD4|FLJ32040|TMD|CMH9|LGMD2J|MYLK5|CMD1G
Myoblasts	MUSK	NA
Myoblasts	FLNC	ABPL|FLN2
Myoblasts	FGFR4	JTK2|CD334
Myoblasts	STK40	MGC4796|SgK495
Myoblasts	CXCL1	SCYB1|GROa|MGSA-a|NAP-3|MGSA|GRO1|FSP
Myoblasts	TNFRSF12A	FN14|TweakR|CD266
Myoblasts	ARL4D	ARF4L
Myoblasts	CCL2	MCP1|MCP-1|MCAF|SMC-CF|GDCF-2|HC11|MGC9434|SCYA2
Myoblasts	MYD88	NA
Myoblasts	BRAF	BRAF1
Myoblasts	EGFR	ERBB1|ERBB
Myoblasts	ZBTB16	PLZF|ZNF145
Myoblasts	SIX1	DFNA23
Myoblasts	PDZRN3	KIAA1095|SEMACAP3|LNX3
Myocytes	ACTC1	CMD1R|ACTC
Myocytes	FHL2	SLIM3|DRAL
Myocytes	ACTA1	NEM3|ACTA
Myocytes	TNNI1	NA
Myocytes	TNNI2	NA
Myocytes	TNNT1	ANM|STNT|TNTS|FLJ98147|MGC104241|NEM5
Myocytes	TNNT3	DKFZp779M2348
Myocytes	TNNC1	TNNC
Myocytes	TNNC2	NA
Myocytes	ACTN2	NA
Myocytes	ACTN3	NA
Myocytes	ANKRD1	C-193|ALRP|CVARP|MCARP
Myocytes	ANKRD2	ARPP
Myocytes	CAPZA3	Gsg3|CAPPA3
Myocytes	CLOCK	KIAA0334|KAT13D|bHLHe8
Myocytes	DES	CMD1I|CSM1|CSM2
Myocytes	DMD	DXS142|DXS164|DXS206|DXS230|DXS239|DXS268|DXS269|DXS270|DXS272|MRX85
Myocytes	IL4	BSF1|IL-4|BCGF1|BCGF-1|MGC79402
Myocytes	ITGA7	NA
Myocytes	LAMA2	LAMM
Myocytes	LAMB1	NA
Myocytes	LDB1	NLI|CLIM2
Myocytes	LDB3	PDLIM6|KIAA0613|ZASP|CMD1C
Myocytes	MSTN	GDF8
Myocytes	MYH1	MYHSA1|MYHa|MyHC-2X/D|MGC133384
Myocytes	MYH4	MYH2B|MyHC-2B|MyHC-IIb
Myocytes	MYH7	CMD1S|CMH1|MPD1
Myocytes	MYH8	MyHC-peri|MyHC-pn
Myocytes	NBR1	KIAA0049|1A1-3B|M17S2
Myocytes	NEB	NEB177D|NEM2
Myocytes	NID1	entactin|NID
Myocytes	NID2	NA
Myocytes	TMOD4	Sk-Tmod
Myocytes	TPM2	NEM4|AMCD1
Myocytes	TTN	CMPD4|FLJ32040|TMD|CMH9|LGMD2J|MYLK5|CMD1G
Myocytes	MYF5	bHLHc2
Myocytes	MYF6	MRF4|bHLHc4
Myocytes	MYOD1	MYOD|bHLHc1|MYF3
Myocytes	MYOG	bHLHc3|MYF4
Myocytes	SIX1	DFNA23
Myocytes	SIX4	AREC3
Myocytes	PAX3	HUP2|WS1
Myocytes	PAX7	Hup1
Myocytes	ADAM12	MCMPMltna|MLTN
Myocytes	ARHGAP26	GRAF|KIAA0621|OPHN1L|OPHN1L1
Myocytes	CAV3	VIP-21|LGMD1C|VIP21|LQT9
Myocytes	CDH15	CDH3
Myocytes	CMKLR1	RVER1
Myocytes	CXCR4	LESTR|NPY3R|HM89|NPYY3R|D2S201E|fusin|HSY3RR|CD184
Myocytes	DLL1	NA
Myocytes	DOCK1	DOCK180|ced5
Myocytes	DOCK5	FLJ21034
Myocytes	FLNC	ABPL|FLN2
Myocytes	IL4RA	NA
Myocytes	IQSEC1	KIAA0763|GEP100|BRAG2|ARF-GEP100
Myocytes	ITGA3	CD49c|VLA3a|VCA-2|GAP-B3|MSK18
Myocytes	MMP2	TBE-1|CLG4|CLG4A
Myocytes	MMP9	CLG4B
Myocytes	MRC1	CLEC13D|CD206|bA541I19.1|CLEC13DL|MRC1L1
Myocytes	MYH14	FLJ13881|KIAA2034|MHC16|MYH17|DFNA4
Myocytes	NOTCH3	CASIL|CADASIL
Myocytes	NPHS1	CNF|NPHN
Myocytes	OLFR599	NA
Myocytes	PLD1	NA
Myocytes	PRKCQ	NA
Myocytes	PTGIR	NA
Myocytes	PTK2	FAK|FADK|FAK1|PPP1R71
Myocytes	PXN	NA
Myocytes	SULF1	KIAA1077|SULF-1|hSulf-1
Myocytes	TRIO	ARHGEF23
Myocytes	WASHC1	FLJ00038|FAM39E|WASH1
Myocytes	WIPF1	WIP|WASPIP
Myocytes	NPPA	ANP|PND
Myocytes	NPPB	NA
Myocytes	EDN1	ET1
Myocytes	GATA4	NA
Myocytes	GATA5	bB379O24.1|GATAS
Myocytes	MEF2A	RSRFC4|RSRFC9
Myocytes	MEF2B	RSRFR2
Myocytes	MEF2D	NA
Myocytes	POPDC2	NA
Myocytes	CHODL	FLJ12627|PRED12|MT75|C21orf68
Myocytes	MYLPF	HUMMLC2B|MYL11
Myocytes	MYL1	NA
Myocytes	CKM	CKMM
Myocytes	TCAP	T-cap|TELE|telethonin|CMD1N|LGMD2G
Myocytes	MYOZ1	FATZ|MYOZ
Myocytes	PYGM	NA
Myocytes	ENO3	NA
Myocytes	THBS4	NA
Myoepithelial cells	SFN	YWHAS
Myoepithelial cells	ACTA2	ACTSA
Myoepithelial cells	CNN1	Sm-Calp
Myoepithelial cells	CA3	Car3|CAIII
Myoepithelial cells	MME	CALLA|CD10
Myoepithelial cells	CD109	FLJ38569|DKFZp762L1111|CPAMD7
Myoepithelial cells	KRT14	EBS3|EBS4
Myoepithelial cells	KRT17	PCHC1
Myoepithelial cells	EGFR	ERBB1|ERBB
Myoepithelial cells	SERPINB5	maspin|PI5
Myoepithelial cells	TP63	SHFM4|EEC3|p63|p73L|OFC8|KET|p73H|p53CP|TP73L|TP53L|TP53CP
Myoepithelial cells	NGFR	TNFRSF16|CD271|p75NTR
Myoepithelial cells	CDH3	CDHP|PCAD
Myoepithelial cells	MYH11	SMMHC|SMHC
Myoepithelial cells	FST	NA
Myoepithelial cells	ACTG2	ACTSG|ACTL3|ACTA3
Myoepithelial cells	MDFI	I-mfa
Myoepithelial cells	PXN	NA
Myoepithelial cells	LAMB3	nicein-125kDa|kalinin-140kDa|BM600-125kDa|LAMNB1
Myoepithelial cells	LAMC2	nicein-100kDa|kalinin-105kDa|BM600-100kDa|EBR2|LAMB2T|LAMNB2|EBR2A
Myoepithelial cells	GRWD1	WDR28|GRWD|RRB1
Myoepithelial cells	SPHK1	SPHK
Myoepithelial cells	SMIM3	MSTP150|NID67|C5orf62
Myoepithelial cells	KRT5	KRT5A|EBS2
Myoepithelial cells	MYLK	smMLCK|MYLK1|MLCK1
Myoepithelial cells	MYL9	MYRL2|MLC2|LC20|MRLC1
Myofibroblasts	CDH11	CAD11
Myofibroblasts	DES	CMD1I|CSM1|CSM2
Myofibroblasts	PALLD	KIAA0992|SIH002|CGI-151
Myofibroblasts	ACTA2	ACTSA
Myofibroblasts	GFAP	FLJ45472
Myofibroblasts	TNS1	DKFZp586K0617|PPP1R155|TNS|MXRA6
Myofibroblasts	CALD1	H-CAD|L-CAD
Myofibroblasts	MYL9	MYRL2|MLC2|LC20|MRLC1
Myofibroblasts	TAGLN	SM22|WS3-10|TAGLN1|DKFZp686P11128
Natural killer T cells	IL12RB2	NA
Natural killer T cells	IL17RA	hIL-17R|IL-17RA|CDw217|CD217|IL17R
Natural killer T cells	IL12RB1	CD212|IL12RB
Natural killer T cells	KLRB1	CD161|NKR-P1|NKR-P1A|hNKR-P1A|CLEC5B
Natural killer T cells	RORA	RZRA|ROR1|ROR2|ROR3|NR1F1
Natural killer T cells	ITGB2	CD18|MFI7
Natural killer T cells	EGR1	TIS8|G0S30|NGFI-A|KROX-24|ZIF-268|AT225|ZNF225
Natural killer T cells	MAP3K8	Tpl-2|c-COT|MEKK8|ESTF
Natural killer T cells	NR4A1	N10|NAK-1|NGFIB|NUR77|HMR|GFRP1
Natural killer T cells	GZMB	CCPI|CGL-1|CSP-B|CGL1|CTSGL1|SECT|CSPB
Natural killer T cells	TNFRSF8	KI-1|CD30|D1S166E
Natural killer T cells	PRF1	PFP|HPLH2
Natural killer T cells	IL2RB	CD122|IL15RB
Natural killer T cells	ZBTB16	PLZF|ZNF145
Natural killer T cells	TBX21	TBLYM|T-bet
Natural killer T cells	GATA3	HDR
Natural killer T cells	NCAM1	NCAM|CD56
Natural killer T cells	S1PR1	edg-1|D1S3362|CD363
Natural killer T cells	STYK1	SuRTK106|DKFZp761P1010|NOK
Natural killer T cells	TCF7	TCF-1
Natural killer T cells	SLAMF7	CRACC|19A|CS1|CD319
Natural killer T cells	ZFP683	NA
Natural killer T cells	CXCR4	LESTR|NPY3R|HM89|NPYY3R|D2S201E|fusin|HSY3RR|CD184
Natural killer T cells	CD44	IN|MC56|Pgp1|CD44R|HCELL|CSPG8|MIC4|MDU2|MDU3
Neural stem/precursor cells	SOX1	NA
Neural stem/precursor cells	PROM1	AC133|CD133|RP41|CORD12|PROML1|STGD4
Neural stem/precursor cells	IGF1R	JTK13|CD221|IGFIR|MGC18216|IGFR
Neural stem/precursor cells	SP8	NA
Neural stem/precursor cells	GFAP	FLJ45472
Neural stem/precursor cells	RBM3	IS1-RNPL
Neural stem/precursor cells	SOX3	PHP
Neural stem/precursor cells	S100B	S100beta
Neural stem/precursor cells	SLC1A3	EAAT1|GLAST|EA6
Neural stem/precursor cells	NEUROD4	Atoh3|ATH-3|MATH-3|bHLHa4
Neural stem/precursor cells	NEUROG1	AKA|Math4C|ngn1|bHLHa6|NEUROD3
Neural stem/precursor cells	NEUROG2	Atoh4|Math4A|ngn-2|bHLHa8|NGN2
Neural stem/precursor cells	NHLH1	NSCL|NSCL1|bHLHa35
Neural stem/precursor cells	PPP1R17	GSBS|C7orf16
Neural stem/precursor cells	TMTC4	FLJ14624|FLJ22153
Neural stem/precursor cells	EOMES	TBR2
Neural stem/precursor cells	PLEKHH2	KIAA2028|PLEKHH1L
Neural stem/precursor cells	TLR3	CD283
Neural stem/precursor cells	PARP12	FLJ22693|PARP-12|ZC3H1|ZC3HDC1
Neural stem/precursor cells	P2RX7	P2X7|MGC20089
Neural stem/precursor cells	INAFM2	OGU1|LINC00984
Neural stem/precursor cells	ISG15	IFI15|G1P2
Neural stem/precursor cells	IGFBP3	IBP3|BP-53
Neural stem/precursor cells	IFIT1	GARG-16|G10P1|IFI56|IFNAI1
Neural stem/precursor cells	IFI44	MTAP44|TLDC5
Neural stem/precursor cells	MGAT5	GNT-V|MGAT5A
Neural stem/precursor cells	PBK	TOPK|FLJ14385|Nori-3|CT84
Neural stem/precursor cells	DLX2	TES-1
Neural stem/precursor cells	CBX3	HP1Hs-gamma
Neural stem/precursor cells	RND3	RhoE|Rho8|ARHE
Neural stem/precursor cells	DLX5	NA
Neural stem/precursor cells	SP9	ZNF990
Neural stem/precursor cells	POU3F4	BRN4|OTF9|DFNX2|DFN3
Neural stem/precursor cells	DYNLT1C	NA
Neural stem/precursor cells	BARHL2	NA
Neural stem/precursor cells	LHX9	NA
Neural stem/precursor cells	SHOX2	SHOT|OG12X|OG12
Neural stem/precursor cells	DBX1	NA
Neural stem/precursor cells	DLL3	SCDO1
Neural stem/precursor cells	PITX2	IGDS|Brx1|Otlx2|IRID2|IHG2|RIEG|RIEG1|RGS
Neural stem/precursor cells	OTX1	NA
Neural stem/precursor cells	ARX	ISSX|CT121|EIEE1|MRXS1|PRTS|MRX76|MRX54|MRX43|MRX36|MRX29|MRX32|MRX33|MRX38|MRX87
Neural stem/precursor cells	NXPH1	NA
Neural stem/precursor cells	TOX3	CAGF9|TNRC9
Neural stem/precursor cells	ASCL2	HASH2|bHLHa45
Neural stem/precursor cells	HES5	bHLHb38
Neural stem/precursor cells	HOPX	LAGY|OB1|NECC1|SMAP31
Neural stem/precursor cells	NEUROD1	BETA2|BHF-1|NeuroD|bHLHa3|MODY6|NEUROD
Neural stem/precursor cells	PRSS56	NA
Neural stem/precursor cells	SOX9	SRA1|CMD1|CMPD1
Neural stem/precursor cells	ALDOC	NA
Neural stem/precursor cells	APOE	AD2
Neural stem/precursor cells	ID4	bHLHb27
Neural stem/precursor cells	SOX2	NA
Neural stem/precursor cells	DCX	SCLH|DC|LISX|DBCN|XLIS
Neural stem/precursor cells	CCND2	NA
Neural stem/precursor cells	DLX1	NA
Neural stem/precursor cells	S100A6	2A9|PRA|CABP|CACY
Neuroblasts	NTNG1	KIAA0976|Lmnt1
Neuroblasts	TSHZ1	NY-CO-33|SDCCAG33
Neuroblasts	SP9	ZNF990
Neuroblasts	SP8	NA
Neuroblasts	PROK2	PK2|BV8|MIT1|KAL4
Neuroblasts	ASCL1	HASH1|bHLHa46
Neuroblasts	DLL3	SCDO1
Neuroblasts	SALL3	ZNF796
Neuroblasts	DRAXIN	FLJ34999|Draxin|Neucrin|C1orf187
Neuroblasts	ERBB4	ALS19|HER4
Neuroblasts	TRIM32	HT2A|TATIP|BBS11|LGMD2H
Neuroblasts	IGFBPL1	bA113O24.1
Neuroblasts	EOMES	TBR2
Neuroblasts	PBX1	NA
Neuroblasts	CUX2	KIAA0293|CDP2|CUTL2
Neuroblasts	ISL1	Isl-1|ISLET1
Neuroblasts	PHF1	MTF2L2|TDRD19C
Neuroblasts	NEUROG1	AKA|Math4C|ngn1|bHLHa6|NEUROD3
Neuroblasts	NKX6-1	Nkx6.1|NKX6A
Neuroblasts	NEUROG2	Atoh4|Math4A|ngn-2|bHLHa8|NGN2
Neuroblasts	MAPK7	BMK1|ERK5|PRKM7
Neuroblasts	PROKR2	GPR73b|PKR2|GPRg2|dJ680N4.3|GPR73L1|KAL3
Neuroblasts	POU6F2	RPF-1
Neuroblasts	ITGA6	CD49f
Neuroblasts	EFNA2	ELF-1|LERK6|EPLG6
Neuroblasts	DCX	SCLH|DC|LISX|DBCN|XLIS
Neuroblasts	CCKAR	NA
Neuroblasts	CCKBR	NA
Neuroblasts	GRM5	MGLUR5|GPRC1E|mGlu5|PPP1R86
Neuroblasts	EZH2	EZH1|ENX-1|KMT6|KMT6A
Neuroblasts	DLX2	TES-1
Neuroblasts	MARK2	Par1b|PAR-1B|EMK1
Neuroblasts	LRP8	APOER2|MCI1|LRP-8|HSZ75190
Neuroblasts	VLDLR	CARMQ1|CHRMQ1|VLDLRCH
Neuroblasts	DAB1	NA
Neuroblasts	NCAN	CSPG3
Neuroblasts	EPHA4	Hek8|TYRO1
Neuroblasts	TACC3	ERIC1
Neuroblasts	EGFR	ERBB1|ERBB
Neuroblasts	TUBB3	beta-4|CFEOM3|CFEOM3A|FEOM3
Neuroblasts	SIRT1	SIR2L1
Neuroblasts	NCAM1	NCAM|CD56
Neuroblasts	NEUROD1	BETA2|BHF-1|NeuroD|bHLHa3|MODY6|NEUROD
Neuroblasts	SCGN	SECRET|DJ501N12.8|SEGN|CALBL
Neuroblasts	KLK3	NA
Neuroblasts	NES	FLJ21841
Neuroblasts	WT1	WIT-2|AWT1|NPHS4|GUD
Neuroblasts	ZBED4	KIAA0637
Neuroblasts	PROS1	PROS
Neuroblasts	CNR1	CB1K5|CB-R|CB1|CANN6|CB1A|CNR
Neuroendocrine cells	PPP1R1B	DARPP-32|FLJ20940
Neuroendocrine cells	CLASP2	KIAA0627
Neuroendocrine cells	MKL2	NA
Neuroendocrine cells	FXYD7	NA
Neuroendocrine cells	DPF1	neuro-d4|NEUD4|BAF45b
Neuroendocrine cells	PENK	NA
Neuroendocrine cells	GRM5	MGLUR5|GPRC1E|mGlu5|PPP1R86
Neuroendocrine cells	SFXN5	BBG-TCC|SLC56A5
Neuroendocrine cells	TAC1	NPK|TAC2|NKNA
Neuroendocrine cells	CCDC85C	NA
Neuroendocrine cells	ATXN1	D6S504E|ATX1|SCA1
Neuroendocrine cells	GPR88	NA
Neuroendocrine cells	PDE10A	NA
Neuroendocrine cells	SST	SMST
Neuroendocrine cells	CXCL14	BRAK|NJAC|bolekine|Kec|MIP-2g|BMAC|SCYB14
Neuroendocrine cells	NPY	PYY4
Neuroendocrine cells	NRGN	NA
Neuroendocrine cells	SCN2B	NA
Neuroendocrine cells	ABHD2	LABH2
Neuroendocrine cells	SPOCK1	testican-1|TIC1|SPOCK
Neuroendocrine cells	NEGR1	KILON|MGC46680|Ntra|IGLON4
Neuroendocrine cells	DUSP26	MGC1136
Neuroendocrine cells	ARHGDIG	RHOGDI-3
Neuroendocrine cells	CCK	NA
Neuroendocrine cells	PRSS12	BSSP-3|MRT1
Neuroendocrine cells	SERPINI1	PI12
Neuroendocrine cells	NKX2-2	NKX2.2|NKX2B
Neurons	ENO2	NA
Neurons	RBFOX3	FOX-3|NeuN|HRNBP3
Neurons	CHAT	NA
Neurons	TH	DYT5b
Neurons	CALB1	CALB
Neurons	CALB2	CAL2
Neurons	ISL1	Isl-1|ISLET1
Neurons	EPO	EP
Neurons	CSF3	MGC45931|GCSF|G-CSF|C17orf33
Neurons	NEFH	NA
Neurons	NEFM	NFM|NF-M|NEF3
Neurons	DLG4	PSD-95|PSD95|SAP90|SAP-90
Neurons	SLC12A5	KIAA1176|KCC2
Neurons	GABRA1	EJM5
Neurons	AQP1	CHIP28|CO
Neurons	IFIT3	ISG60|RIG-G|CIG-49|IFI60|GARG-49|IRG2|IFIT4
Neurons	SLC11A1	NRAMP|NRAMP1
Neurons	TFF3	HITF|ITF
Neurons	SLC1A1	EAAC1|EAAT3
Neurons	CXCL1	SCYB1|GROa|MGSA-a|NAP-3|MGSA|GRO1|FSP
Neurons	CXCR5	MDR15|CD185|BLR1
Neurons	AIM2	PYHIN4
Neurons	MATN2	NA
Neurons	SLC36A4	PAT4|FLJ38932
Neurons	PRPH	PRPH1|NEF4
Neurons	MECP2	RTT|MRX16|MRX79
Neurons	RIN1	NA
Neurons	OMP	NA
Neurons	PTPN11	BPTP3|SH-PTP2|SHP-2|PTP2C|SHP2|NS1
Neurons	GHSR	NA
Neurons	NPY	PYY4
Neurons	AGRP	Agrt|ART|ASIP2
Neurons	RESP18	NA
Neurons	STX1A	HPC-1|p35-1|STX1
Neurons	SCN2B	NA
Neurons	DISP2	DISPB|KIAA1742|HsT16908|LINC00594|C15orf36
Neurons	CBARP	MGC40084|DOS|BARP|C19orf26
Neurons	B3GAT2	GlcAT-S
Neurons	FMO1	NA
Neurons	FBLN2	NA
Neurons	SHISA2	bA398O19.2|PRO28631|WGAR9166|hShisa|C13orf13|TMEM46
Neurons	LUZP2	NA
Neurons	SCRG1	SCRG-1
Neurons	FAM181B	LOC220382|MGC33846
Neurons	IGF1	IGF1A|IGFI|IGF-I|IGF
Neurons	CD59A	NA
Neurons	CTXN2	NA
Neurons	TMEM130	DKFZp761L1417|FLJ42643
Neurons	DZANK1	FLJ10600|dJ568F9.2|FLJ30892|bA189K21.8|ANKRD64|C20orf84|C20orf12
Neurons	ACSL4	ACS4|LACS4|FACL4|MRX63|MRX68
Neurons	CLSTN3	CSTN3|KIAA0726|CDHR14
Neurons	ARHGDIG	RHOGDI-3
Neurons	HAP1	hHLP1|HIP5
Neurons	NRSN2	dJ1103G7.6|C20orf98
Neurons	ABAT	GABAT
Neurons	HDAC11	NA
Neurons	SLC30A9	HUEL|ZNT9|GAC63|C4orf1
Neurons	SCAMP1	SCAMP37
Neurons	MAGEE1	KIAA1587|DAMAGE
Neurons	NCALD	NA
Neurons	COPG1	COPG
Neurons	KCNC1	Kv3.1
Neurons	FBXW7	AGO|FLJ11071|SEL-10|SEL10|FBW7|CDC4|FBXW6
Neurons	GABRG2	NA
Neurons	NMT1	NMT
Neurons	ARID4A	RBP1|RBP-1|RBBP1
Neurons	ZRSR1	NA
Neurons	RGS17	RGSZ2|RGS-17
Neurons	TMEM91	FLJ27310|IFITMD6|DSPC3
Neurons	CDK5	PSSALRE
Neurons	SAFB	HET|SAFB1
Neurons	RNF220	FLJ10597|C1orf164
Neurons	RASGRF1	CDC25L|GRF55|H-GRF55|GNRP|PP13187|GRF1
Neurons	TCEAL6	WEX2
Neurons	TMEM179	FLJ42486|TMEM179A|C14orf90
Neurons	NICN1	MGC12936
Neurons	PNMAL1	NA
Neurons	NAPG	NA
Neurons	CMIP	NA
Neurons	ZMYND11	BS69
Neurons	RHBDD2	NPD007|RHBDL7
Neurons	ST8SIA3	SIAT8C
Neurons	PQBP1	RENS1|MRXS8|SHS|MRX55|MRX2|MRXS3
Neurons	MATK	HYLTK|CTK|HYL|Lsk|HHYLTK|DKFZp434N1212|MGC1708|MGC2101
Neurons	TRO	MAGE-D3|KIAA1114|MAGED3
Neurons	CKMT1	NA
Neurons	AKAP8L	NAKAP95|HAP95
Neurons	DUSP26	MGC1136
Neurons	SYT5	NA
Neurons	GAD1	GAD
Neurons	FLYWCH1	DKFZp761A132
Neurons	RIT2	RIBA|RIN
Neurons	TCEAL5	WEX4
Neurons	PNCK	MGC45419|CaMK1b
Neurons	TMEM59L	BSMAP|C19orf4
Neurons	TCEAL3	MGC15737|WEX8
Neurons	GPRASP2	GASP2|FLJ37327
Neurons	MAP7D2	FLJ14503
Neurons	MIAT	FLJ25967|Rncr2|gomafu|NCRNA00066|LINC00066|lncRNA-MIAT|C22orf35
Neurons	RB1CC1	KIAA0203|Cc1|DRAGOU14|FIP200|ATG17|PPP1R131
Neurons	PABPN1	PAB2|OPMD
Neurons	GRIA3	GluA3|GLURC|MRX94|GLUR3
Neurons	NBEA	KIAA1544|BCL8B|FLJ10197|LYST2
Neurons	SFSWAP	SFRS8
Neurons	WDR60	FLJ10300|FAP163
Neurons	MIRG	NA
Neurons	SCN1A	Nav1.1|GEFSP2|SMEI|SCN1|FEB3
Neurons	RNPC3	KIAA1839|FLJ20008|RBM40
Neurons	HOXC8	HOX3A
Neurons	RERE	KIAA0458|DNB1|ATN1L
Neurons	SCN8A	Nav1.6|NaCh6|PN4|CerIII|CIAT
Neurons	TRIP11	CEV14|Trip230|GMAP-210|GMAP210
Neurons	EML5	HuEMAP-2
Neurons	KMT2C	KIAA1506|HALR|MLL3
Neurons	AAK1	KIAA1048|DKFZp686K16132
Neurons	SAFB2	KIAA0138
Neurons	SACS	ARSACS|KIAA0730|DKFZp686B15167|DNAJC29|SPAX6|PPP1R138
Neurons	RYR2	ARVC2|VTSIP|ARVD2
Neurons	CSPP1	FLJ22490|CSPP|JBTS21
Neurons	GRIA4	GluA4|GLURD|GLUR4
Neurons	CHD6	KIAA1335|FLJ22369|dJ620E11.1|RIGB
Neurons	ZFP445	NA
Neurons	ZCCHC7	FLJ22611|AIR1
Neurons	GPATCH8	KIAA0553|GPATC8
Neurons	PCLO	KIAA0559|DKFZp779G1236|ACZ
Neurons	SYNE1	SYNE-1B|KIAA0796|8B|Nesprin-1|enaptin|MYNE1|CPG2|dJ45H2.2|SCAR8|ARCA1|Nesp1|C6orf98
Neurons	PROX1	NA
Neurons	NRGN	NA
Neurons	PPP1R14C	NY-BR-81|KEPI
Neurons	UBE2D2A	NA
Neurons	SYNPR	MGC26651
Neurons	CCDC28B	MGC1203|RP4-622L5.5
Neurons	KCNK1	K2p1.1|TWIK-1
Neurons	CNRIP1	DKFZP566K1924|CRIP1|CRIP1a|CRIP1b|C2orf32
Neurons	FRRS1L	CG-6|C9orf4
Neurons	FAM69B	MGC20262|C9orf136
Neurons	GPR162	A-2|GRCA
Neurons	CACNG2	stargazin|MGC138502|MGC138504
Neurons	SPOCK3	testican-3
Neurons	RGS7BP	R7BP
Neurons	DNM3	KIAA0820
Neurons	TMEM191C	NA
Neurons	SLC6A17	NA
Neurons	DNER	UNQ26|bet
Neurons	GRM5	MGLUR5|GPRC1E|mGlu5|PPP1R86
Neurons	CNTNAP2	Caspr2|KIAA0868
Neurons	CPLX1	CPX-I
Neurons	SLC32A1	VGAT|bA122O1.1|VIAAT
Neurons	DLGAP1	GKAP|SAPAP1|DAP-1
Neurons	PPP1R9A	Neurabin-I|KIAA1222|FLJ20068
Neurons	GNL3L	FLJ10613|GNL3B
Neurons	ZCCHC12	FLJ16123|SIZN|SIZN1|PNMA7A
Neurons	ATP6V1H	CGI-11|VMA13|SFDalpha|SFDbeta
Neurons	HPCA	NA
Neurons	CHN1	ARHGAP2|n-chimerin|DURS2
Neurons	CPNE6	NA
Neurons	PDE1A	NA
Neurons	GNAI1	NA
Neurons	CCK	NA
Neurons	RIMS3	RIM3|NIM3
Neurons	OGFOD1	KIAA1612|FLJ10826|TPA1
Neurons	CELF6	BRUNOL6
Neurons	DTD1	DUEB|MGC119131|MGC41905|bA379J5.3|bA555E18.1|pqn-68|C20orf88|HARS2
Neurons	PRMT2	MGC111373|HRMT1L1
Neurons	AVP	ADH|ARVP
Neurons	RORA	RZRA|ROR1|ROR2|ROR3|NR1F1
Neurons	VGF	SCG7|SgVII
Neurons	PCSK2	SPC2|NEC2
Neurons	CHODL	FLJ12627|PRED12|MT75|C21orf68
Neurons	NECAB2	EFCBP2
Neurons	TAC2	NA
Neurons	KCNMA1	KCa1.1|mSLO1|SLO
Neurons	CACNB3	CACNLB3
Neurons	NWD2	KIAA1239
Neurons	ZIC1	ZIC|ZNF201
Neurons	TESC	FLJ20607|CHP3
Neurons	NECAB3	XB51|dJ63M2.4|dJ63M2.5|EFCBP3|SYTIP2|APBA2BP
